trade_count,win_rate,profit_factor,expectancy_ticks,median_ticks,net_ticks,sharpe,max_consecutive_losses,trigger_ticks,trail_ticks
45,0.2,1.4972222222222222,3.977777777777778,-10.0,179.0,0.10174756201576707,10,10,10
45,0.2,1.4972222222222222,3.977777777777778,-10.0,179.0,0.10174756201576707,10,20,10
45,0.15555555555555556,1.3526315789473684,2.977777777777778,-10.0,134.0,0.0760307593623893,10,30,10
45,0.26666666666666666,1.1916666666666667,2.0444444444444443,-15.0,92.0,0.05156059612070767,10,10,15
45,0.24444444444444444,1.119607843137255,1.3555555555555556,-15.0,61.0,0.034050745909489234,10,20,15
45,0.2,1.0296296296296297,0.35555555555555557,-15.0,16.0,0.008902156469629788,10,30,15
45,0.28888888888888886,0.9703125,-0.4222222222222222,-20.0,-19.0,-0.010171346819887022,5,20,20
45,0.26666666666666666,0.9629032258064516,-0.5111111111111111,-20.0,-23.0,-0.012393014656646096,6,10,20
45,0.24444444444444444,0.8970588235294118,-1.5555555555555556,-20.0,-70.0,-0.037317649646160855,7,30,20
