trade_count,win_rate,profit_factor,expectancy_ticks,median_ticks,net_ticks,sharpe,max_consecutive_losses,sl_ticks,tp_ticks,r_multiple
45,0.08888888888888889,2.648780487804878,7.511111111111111,-5.0,338.0,0.18237216129699432,23,5,150,30.0
45,0.06666666666666667,2.3476190476190477,6.288888888888889,-5.0,283.0,0.14068839863899385,23,5,200,40.0
45,0.7555555555555555,1.9679715302491103,18.133333333333333,50.0,816.0,0.31191833612129716,4,100,50,0.5
45,0.08888888888888889,1.951219512195122,4.333333333333333,-5.0,195.0,0.14339812396523946,23,5,100,20.0
45,0.8666666666666667,1.5476190476190477,6.133333333333334,20.0,276.0,0.16091393406176022,2,100,20,0.2
45,0.4444444444444444,1.4739884393063585,18.22222222222222,-43.0,820.0,0.17604839451115764,4,75,150,2.0
45,0.08888888888888889,1.4634146341463414,2.111111111111111,-5.0,95.0,0.09169206965085024,23,5,75,15.0
45,0.6222222222222222,1.4473304473304474,13.777777777777779,75.0,620.0,0.17498828757619733,4,100,75,0.75
45,0.5111111111111111,1.4132890365448505,13.822222222222223,9.0,622.0,0.16512070910100016,4,75,100,1.3333333333333333
45,0.5777777777777777,1.3789004457652303,11.333333333333334,75.0,510.0,0.1568336422864161,4,75,75,1.0
45,0.08888888888888889,1.324390243902439,2.9555555555555557,-10.0,133.0,0.06937642726857375,23,10,150,15.0
45,0.37777777777777777,1.322762148337596,14.022222222222222,-75.0,631.0,0.1196544219431238,4,75,200,2.6666666666666665
45,0.5333333333333333,1.3138643067846607,11.822222222222223,47.0,532.0,0.12824842336683628,4,100,100,1.0
45,0.7777777777777778,1.2883435582822085,5.222222222222222,30.0,235.0,0.1042504453330452,2,100,30,0.3
45,0.4666666666666667,1.2842105263157895,12.6,-9.0,567.0,0.11313777948623929,4,100,150,1.5
45,0.4222222222222222,1.2747152619589976,13.4,-28.0,603.0,0.10514098487319695,4,100,200,2.0
45,0.1111111111111111,1.25,2.2222222222222223,-10.0,100.0,0.06356417261637283,12,10,100,10.0
45,0.1111111111111111,1.25,1.1111111111111112,-5.0,50.0,0.06356417261637283,23,5,50,10.0
45,0.6444444444444445,1.2220294882914138,5.688888888888889,50.0,256.0,0.09622739197040645,4,75,50,0.6666666666666666
45,0.8888888888888888,1.2,2.2222222222222223,15.0,100.0,0.060800512937400075,2,100,15,0.15
45,0.06666666666666667,1.1738095238095239,1.6222222222222222,-10.0,73.0,0.03533663590392903,23,10,200,20.0
45,0.28888888888888886,1.0943396226415094,3.2222222222222223,-50.0,145.0,0.03805073299864936,4,50,150,3.0
45,0.17777777777777778,1.0810810810810811,1.3333333333333333,-20.0,60.0,0.02873718541934519,12,20,100,5.0
45,0.13333333333333333,1.0807692307692307,1.4,-20.0,63.0,0.025120738032211817,18,20,150,7.5
45,0.13333333333333333,1.0256410256410255,0.3333333333333333,-15.0,15.0,0.008431514114242603,12,15,100,6.666666666666667
45,0.2,1.0217186024551463,0.5111111111111111,-30.0,23.0,0.007953624796843991,9,30,150,5.0
45,0.24444444444444444,1.0189370800244348,0.6888888888888889,-50.0,31.0,0.007380174953329793,6,50,200,4.0
