trade_count,win_rate,profit_factor,expectancy_ticks,median_ticks,net_ticks,sharpe,max_consecutive_losses,sl_ticks,tp_ticks,r_multiple,ratio_choice
45.0,0.5333333333333333,1.3138643067846607,11.822222222222223,47.0,532.0,0.12824842336683628,4.0,100.0,100.0,1.0,1.0
45.0,0.4666666666666667,1.2842105263157895,12.6,-9.0,567.0,0.11313777948623929,4.0,100.0,150.0,1.5,1.5
45.0,0.4444444444444444,1.4739884393063585,18.22222222222222,-43.0,820.0,0.17604839451115764,4.0,75.0,150.0,2.0,2.0
45.0,0.28888888888888886,1.0943396226415094,3.2222222222222223,-50.0,145.0,0.03805073299864936,4.0,50.0,150.0,3.0,3.0
