trade_count,win_rate,profit_factor,expectancy_ticks,median_ticks,net_ticks,sharpe,max_consecutive_losses,sl_mult,tp_mult,avg_sl_ticks,avg_tp_ticks,r_multiple
45,0.4444444444444444,1.419536631183469,14.88888888888889,-24.0,670.0,0.1501689992007604,5,1.0,1.5,70.4888888888889,105.71111111111111,1.5
45,0.5777777777777777,1.402269210933471,17.333333333333332,44.0,780.0,0.14692503416613703,3,1.5,1.5,105.71111111111111,105.71111111111111,1.0
45,0.3111111111111111,1.3370473537604457,8.066666666666666,-22.0,363.0,0.11313383399568401,5,0.5,1.5,35.22222222222222,105.71111111111111,3.0
45,0.5333333333333333,1.2369534555712272,7.466666666666667,30.0,336.0,0.09347098574487217,4,1.0,1.0,70.4888888888889,70.4888888888889,1.0
45,0.7111111111111111,1.2094298245614035,8.488888888888889,48.0,382.0,0.07424565689833185,3,2.0,1.0,140.84444444444443,70.4888888888889,0.5
45,0.6,1.1651260504201681,8.733333333333333,54.0,393.0,0.06392645701154855,3,2.0,1.5,140.84444444444443,105.71111111111111,0.75
45,0.6444444444444445,1.153184165232358,5.933333333333334,45.0,267.0,0.0598718255090651,3,1.5,1.0,105.71111111111111,70.4888888888889,0.6666666666666666
45,0.3333333333333333,1.1484295845997974,6.511111111111111,-36.0,293.0,0.05722855163271454,9,1.0,2.0,70.4888888888889,140.84444444444443,2.0
45,0.2222222222222222,1.1099261689909763,2.977777777777778,-26.0,134.0,0.03794635416990498,9,0.5,2.0,35.22222222222222,140.84444444444443,4.0
45,0.3333333333333333,0.9681647940074907,-0.7555555555555555,-22.0,-34.0,-0.013711627512446164,5,0.5,1.0,35.22222222222222,70.4888888888889,2.0
45,0.6444444444444445,0.9532538955087076,-1.1333333333333333,23.0,-51.0,-0.01930473919662012,4,1.0,0.5,70.4888888888889,35.22222222222222,0.5
45,0.8,0.9017725258493353,-2.9555555555555557,27.0,-133.0,-0.032341964204288,2,2.0,0.5,140.84444444444443,35.22222222222222,0.25
45,0.37777777777777777,0.8871201157742402,-6.933333333333334,-46.0,-312.0,-0.051284441234555035,4,1.5,2.0,105.71111111111111,140.84444444444443,1.3333333333333333
45,0.4222222222222222,0.8105164903546982,-13.533333333333333,-35.0,-609.0,-0.0883740350436666,4,2.0,2.0,140.84444444444443,140.84444444444443,1.0
45,0.7333333333333333,0.8079136690647482,-5.933333333333334,24.0,-267.0,-0.07583350228806852,3,1.5,0.5,105.71111111111111,35.22222222222222,0.3333333333333333
45,0.4,0.6140529531568228,-8.422222222222222,-18.0,-379.0,-0.21501036803336207,4,0.5,0.5,35.22222222222222,35.22222222222222,1.0
