trade_count,win_rate,profit_factor,expectancy_ticks,median_ticks,net_ticks,sharpe,max_consecutive_losses,trigger_ticks,trail_ticks
16,0.4375,1.538888888888889,6.0625,-20.0,97.0,0.17983499066011507,3,20,20
16,0.375,1.4055555555555554,4.5625,-20.0,73.0,0.13663226636521747,3,10,20
16,0.375,1.36,3.375,-15.0,54.0,0.12029174693468164,3,10,15
16,0.375,1.35,4.375,-20.0,70.0,0.12743409148726814,5,30,20
16,0.3125,1.2303030303030302,2.375,-15.0,38.0,0.08353928566061258,3,20,15
16,0.1875,1.0846153846153845,0.6875,-10.0,11.0,0.027467150619558442,7,10,10
16,0.1875,1.0846153846153845,0.6875,-10.0,11.0,0.027467150619558442,7,20,10
16,0.25,1.0611111111111111,0.6875,-15.0,11.0,0.0240208112760791,5,30,15
16,0.125,0.8857142857142857,-1.0,-10.0,-16.0,-0.04037864265436241,10,30,10
