trade_count,win_rate,profit_factor,expectancy_ticks,median_ticks,net_ticks,sharpe,max_consecutive_losses,n_bars
16,0.6875,3.2439759036144578,46.5625,43.5,745.0,0.44920852014016677,2,3
16,0.625,2.973684210526316,51.5625,53.5,825.0,0.400252498790751,2,5
16,0.5625,1.8061224489795917,24.6875,23.0,395.0,0.23849711850141203,3,2
16,0.625,1.7818181818181817,29.5625,23.5,473.0,0.22122516484259147,2,10
16,0.5625,1.709413369713506,32.5,41.0,520.0,0.2032706235726527,3,15
16,0.625,1.6180758017492711,13.25,20.5,212.0,0.19850252237134788,2,1
16,0.375,0.7151478575739287,-29.5,-26.0,-472.0,-0.13544808483178392,6,30
