trade_count,win_rate,profit_factor,expectancy_ticks,median_ticks,net_ticks,sharpe,max_consecutive_losses,sl_ticks,tp_ticks,r_multiple,ratio_choice
16.0,0.6875,2.4052478134110786,30.125,75.0,482.0,0.43571423672269516,3.0,75.0,75.0,1.0,1.0
16.0,0.5,1.7331288343558282,29.875,35.5,478.0,0.2515633012215841,3.0,100.0,150.0,1.5,1.5
16.0,0.5,2.250996015936255,39.25,35.5,628.0,0.36345604898897804,3.0,75.0,150.0,2.0,2.0
16.0,0.3125,1.3359528487229861,10.6875,-50.0,171.0,0.11966280181884512,6.0,50.0,150.0,3.0,3.0
