bar_ts,session,side,entry,exit,exit_reason,pnl,cum_pnl,signal_type,score
2026-01-28 09:41:00,2026-01-28,LONG,26264.75,26259.75,STOP,-100.7,1109.3,both,52.2
2026-01-28 15:00:00,2026-01-28,LONG,26182.75,26177.75,STOP,-100.7,1008.6,both,50.7
2026-01-29 10:05:00,2026-01-29,LONG,26158.25,26153.25,STOP,-100.7,907.9,both,59.1
2026-01-29 10:27:00,2026-01-29,LONG,26147.0,26142.0,STOP,-100.7,807.2,both,59.6
2026-01-29 10:30:00,2026-01-29,SHORT,26139.75,26144.75,STOP,-100.7,706.5,both,65.0
2026-01-29 10:31:00,2026-01-29,SHORT,26119.0,26124.0,STOP,-100.7,605.8,both,62.5
2026-01-29 10:37:00,2026-01-29,LONG,26033.0,26028.0,STOP,-100.7,505.1,both,50.4
2026-01-29 14:40:00,2026-01-29,SHORT,25876.75,25859.25,TARGET,349.3,854.4,both,55.6
2026-01-29 15:01:00,2026-01-29,LONG,25836.75,25854.25,TARGET,349.3,1203.7,both,57.3
2026-01-30 10:28:00,2026-01-30,LONG,25829.25,25824.25,STOP,-100.7,1103.0,both,53.1
2026-01-30 12:18:00,2026-01-30,LONG,25797.25,25792.25,STOP,-100.7,1002.3,both,50.8
2026-02-02 10:32:00,2026-02-02,SHORT,25636.75,25641.75,STOP,-100.7,901.6,both,64.6
2026-02-02 13:35:00,2026-02-02,SHORT,25920.5,25903.0,TARGET,349.3,1250.9,both,50.1
2026-02-02 13:56:00,2026-02-02,SHORT,25932.25,25914.75,TARGET,349.3,1600.2,both,55.9
2026-02-03 10:16:00,2026-02-03,LONG,25947.0,25942.0,STOP,-100.7,1499.5,both,54.3
2026-02-03 10:25:00,2026-02-03,SHORT,25942.5,25947.5,STOP,-100.7,1398.8,both,57.9
2026-02-03 10:30:00,2026-02-03,LONG,25940.75,25935.75,STOP,-100.7,1298.1,both,65.0
2026-02-03 10:34:00,2026-02-03,LONG,25876.0,25871.0,STOP,-100.7,1197.4,both,52.5
2026-02-03 15:00:00,2026-02-03,LONG,25251.75,25246.75,STOP,-100.7,1096.7,both,55.4
2026-02-04 10:27:00,2026-02-04,SHORT,25367.75,25372.75,STOP,-100.7,996.0,both,60.0
2026-02-04 10:32:00,2026-02-04,LONG,25268.5,25263.5,STOP,-100.7,895.3,both,63.6
2026-02-04 10:36:00,2026-02-04,SHORT,25333.25,25338.25,STOP,-100.7,794.6,both,51.5
2026-02-05 10:00:00,2026-02-05,LONG,24774.75,24769.75,STOP,-100.7,693.9,both,62.8
2026-02-05 10:33:00,2026-02-05,SHORT,24712.0,24717.0,STOP,-100.7,593.2,both,51.7
2026-02-06 10:28:00,2026-02-06,LONG,24764.0,24759.0,STOP,-100.7,492.5,both,60.2
2026-02-06 10:29:00,2026-02-06,SHORT,24760.25,24765.25,STOP,-100.7,391.8,both,62.5
2026-02-06 10:36:00,2026-02-06,LONG,24858.25,24853.25,STOP,-100.7,291.1,both,53.2
2026-02-09 10:31:00,2026-02-09,LONG,25006.75,25001.75,STOP,-100.7,190.4,both,63.6
2026-02-09 12:47:00,2026-02-09,SHORT,25381.0,25386.0,STOP,-100.7,89.7,both,51.5
2026-02-10 10:28:00,2026-02-10,LONG,25388.5,25383.5,STOP,-100.7,-11.0,both,60.3
2026-02-10 10:31:00,2026-02-10,SHORT,25371.5,25376.5,STOP,-100.7,-111.7,both,63.7
2026-02-10 10:32:00,2026-02-10,LONG,25380.75,25375.75,STOP,-100.7,-212.4,both,55.6
2026-02-10 12:15:00,2026-02-10,LONG,25374.25,25391.75,TARGET,349.3,136.9,both,50.5
2026-02-11 10:33:00,2026-02-11,LONG,25421.5,25416.5,STOP,-100.7,36.2,both,55.5
2026-02-11 15:09:00,2026-02-11,LONG,25282.5,25277.5,STOP,-100.7,-64.5,both,61.2
2026-02-12 09:38:00,2026-02-12,SHORT,25382.75,25387.75,STOP,-100.7,-165.2,both,59.0
2026-02-12 10:38:00,2026-02-12,SHORT,25362.25,25344.75,TARGET,349.3,184.1,both,51.3
2026-02-13 10:30:00,2026-02-13,LONG,24743.0,24738.0,STOP,-100.7,83.4,both,65.0
2026-02-13 10:35:00,2026-02-13,LONG,24729.5,24724.5,STOP,-100.7,-17.3,both,55.9
2026-02-16 10:17:00,2026-02-16,LONG,24781.75,24776.75,STOP,-100.7,-118.0,both,50.0
2026-02-17 09:52:00,2026-02-17,SHORT,24684.25,24689.25,STOP,-100.7,-218.7,both,61.3
2026-02-19 10:36:00,2026-02-19,LONG,24795.5,24790.5,STOP,-100.7,-319.4,both,59.3
2026-02-19 14:20:00,2026-02-19,LONG,24767.75,24762.75,STOP,-100.7,-420.1,both,56.2
2026-02-20 09:33:00,2026-02-20,LONG,24773.5,24768.5,STOP,-100.7,-520.8,both,57.7
2026-02-20 10:29:00,2026-02-20,LONG,24715.5,24710.5,STOP,-100.7,-621.5,both,56.9
2026-02-20 10:30:00,2026-02-20,LONG,24725.25,24720.25,STOP,-100.7,-722.2,both,65.0
2026-02-20 13:55:00,2026-02-20,LONG,25012.25,25007.25,STOP,-100.7,-822.9,both,55.6
2026-02-20 14:23:00,2026-02-20,SHORT,24962.5,24967.5,STOP,-100.7,-923.6,both,51.0
2026-02-20 14:24:00,2026-02-20,LONG,24984.5,24979.5,STOP,-100.7,-1024.3,both,52.9
2026-02-20 14:30:00,2026-02-20,LONG,24980.25,24975.25,STOP,-100.7,-1125.0,both,52.2
2026-02-24 15:17:00,2026-02-24,LONG,25001.75,24996.75,STOP,-100.7,-1225.7,both,54.3
2026-02-25 10:19:00,2026-02-25,LONG,25140.25,25135.25,STOP,-100.7,-1326.4,both,62.2
2026-02-25 13:08:00,2026-02-25,LONG,25330.75,25325.75,STOP,-100.7,-1427.1,both,64.5
2026-02-25 13:30:00,2026-02-25,LONG,25322.0,25339.5,TARGET,349.3,-1077.8,both,55.9
2026-02-25 15:02:00,2026-02-25,SHORT,25361.0,25366.0,STOP,-100.7,-1178.5,both,65.0
2026-02-26 15:00:00,2026-02-26,LONG,24998.25,25015.75,TARGET,349.3,-829.2,both,51.1
2026-02-27 10:30:00,2026-02-27,SHORT,24828.25,24833.25,STOP,-100.7,-929.9,both,65.0
2026-02-27 13:30:00,2026-02-27,SHORT,24957.0,24939.5,TARGET,349.3,-580.6,both,55.1
2026-02-27 13:31:00,2026-02-27,LONG,24952.0,24969.5,TARGET,349.3,-231.3,both,51.9
2026-03-02 10:30:00,2026-03-02,LONG,24683.75,24701.25,TARGET,349.3,118.0,both,61.1
2026-03-02 10:33:00,2026-03-02,SHORT,24786.75,24791.75,STOP,-100.7,17.3,both,56.6
2026-03-02 14:38:00,2026-03-02,LONG,25013.25,25008.25,STOP,-100.7,-83.4,both,54.1
2026-03-03 10:35:00,2026-03-03,LONG,24551.75,24546.75,STOP,-100.7,-184.1,both,52.3
2026-03-06 10:30:00,2026-03-06,SHORT,24682.0,24687.0,STOP,-100.7,-284.8,both,65.0
2026-03-06 10:33:00,2026-03-06,SHORT,24697.25,24702.25,STOP,-100.7,-385.5,both,53.9
2026-03-09 14:21:00,2026-03-09,SHORT,24647.25,24652.25,STOP,-100.7,-486.2,both,57.0
2026-03-11 09:35:00,2026-03-11,SHORT,25079.5,25084.5,STOP,-100.7,-586.9,both,51.7
