trade_count,win_rate,profit_factor,expectancy_ticks,median_ticks,net_ticks,sharpe,max_consecutive_losses,sl_ticks,tp_ticks,r_multiple,ratio_choice
70.0,0.5,0.9663377829367382,-0.8285714285714286,-8.0,-58.0,-0.01678720781680198,4.0,50.0,50.0,1.0,1.0
70.0,0.4,1.0,0.0,-20.0,0.0,0.0,8.0,20.0,30.0,1.5,1.5
70.0,0.34285714285714286,1.0434782608695652,0.42857142857142855,-15.0,30.0,0.01992047682223989,10.0,15.0,30.0,2.0,2.0
70.0,0.24285714285714285,0.9622641509433962,-0.2857142857142857,-10.0,-20.0,-0.016538005583097405,10.0,10.0,30.0,3.0,3.0
