signal_id,category,score_tier,n_1b,wr_1b,avg_1b,sharpe_1b,n_5b,wr_5b,avg_5b,sharpe_5b,n_10b,wr_10b,avg_10b,sharpe_10b,n_15b,wr_15b,avg_15b,sharpe_15b,n_30b,wr_30b,avg_30b,sharpe_30b
EXH_02,exhaustion,QUIET,4379,0.5012559945192966,-0.2550810687371546,-0.00603516315313405,4379,0.4791048184517013,-2.2005023978077185,-0.02356415463916825,4379,0.492121488924412,1.0137017583923271,0.008061691459732283,4379,0.4939483900433889,-0.2911623658369491,-0.0016990466097070065,4378,0.49714546700159856,3.133394243947008,0.013054037363220097
EXH_02,exhaustion,TYPE_A,181,0.4696132596685083,-30.85082872928177,-0.08621907857171535,181,0.46408839779005523,-20.718232044198896,-0.050764134912128174,181,0.5138121546961326,-8.193370165745856,-0.01444189753201447,181,0.49171270718232046,-32.33701657458563,-0.05998645034799268,181,0.44751381215469616,-55.83425414364641,-0.09714206794466394
EXH_02,exhaustion,TYPE_B,435,0.5149425287356322,-1.8482758620689654,-0.014427567371300859,435,0.5126436781609195,6.1402298850574715,0.028998323607326095,435,0.5172413793103449,9.048275862068966,0.031216855637501373,435,0.5011494252873563,9.186206896551724,0.028068004922732506,435,0.5241379310344828,14.942528735632184,0.03367264295902709
EXH_02,exhaustion,TYPE_C,4740,0.5042194092827004,0.41540084388185655,0.008909219264372822,4740,0.5075949367088608,1.909282700421941,0.013650282591685882,4739,0.5075949367088608,4.572694661320954,0.021586189009053867,4739,0.509493670886076,2.4078919603291835,0.008902307236117957,4737,0.5016877637130802,-1.7565970023221449,-0.004387711036333744
EXH_03,exhaustion,QUIET,32943,0.4904532070546095,0.058525331633427435,0.001373993852000362,32943,0.5075736878851349,1.1658622469113318,0.012076185951147447,32943,0.5006829979054731,-0.05740217952220502,-0.0004283559165040172,32943,0.49949913486931974,0.2626051057887867,0.0015488771266943546,32938,0.4994080684819233,1.2195033092476775,0.0048309974350675446
EXH_03,exhaustion,TYPE_A,752,0.5099601593625498,12.590425531914894,0.03688916304266769,752,0.49667994687915007,6.51063829787234,0.01678711697255937,752,0.5205843293492696,6.440159574468085,0.013424584453025096,752,0.5033200531208499,21.727393617021278,0.041031699256703615,752,0.5245683930942895,48.652925531914896,0.07510402263997916
EXH_03,exhaustion,TYPE_B,2462,0.491876523151909,-0.22989439480097482,-0.00199282913776607,2462,0.5020308692120228,7.532493907392364,0.033745963561125934,2462,0.50446791226645,7.080422420796101,0.0237932713933724,2462,0.512591389114541,12.670999187652315,0.03821241226104482,2462,0.5101543460601138,15.475223395613323,0.036083441593850546
EXH_03,exhaustion,TYPE_C,26558,0.49277053995029746,0.38444159951803597,0.00779059109154263,26557,0.49954815874689357,0.3454833000715442,0.0022120315319905316,26556,0.49954815874689357,-0.3828889893056183,-0.001691777426497665,26553,0.5000376534377589,0.7567883101721086,0.0027129213414217894,26547,0.5025980872053618,3.461709421026858,0.008721361986324375
EXH_04,exhaustion,QUIET,323,0.5077399380804953,1.6873065015479876,0.03704797138828915,323,0.49226006191950467,-1.3436532507739938,-0.014524135176275127,323,0.5232198142414861,8.78328173374613,0.05792165493148691,323,0.4984520123839009,-5.325077399380805,-0.023635919011151113,323,0.4674922600619195,23.03405572755418,0.06477621835191855
EXH_04,exhaustion,TYPE_A,4,0.75,11.25,0.15594571538795132,4,1.0,48.5,1.0647133218999962,4,0.75,88.0,0.7921180343813394,4,1.0,157.5,1.1042643675953578,4,0.5,88.5,0.38315757466230493
EXH_04,exhaustion,TYPE_B,7,0.5714285714285714,20.0,0.32573117099222815,7,0.42857142857142855,37.142857142857146,0.22873942586512008,7,0.7142857142857143,45.0,0.2380175130129936,7,0.7142857142857143,-7.0,-0.026348206582975032,7,0.5714285714285714,-104.0,-0.20086717057323739
EXH_04,exhaustion,TYPE_C,132,0.49242424242424243,0.3333333333333333,0.0064444103440020085,132,0.44696969696969696,1.8257575757575757,0.016471090059034688,132,0.4393939393939394,-4.424242424242424,-0.02922863645821449,132,0.4393939393939394,-17.204545454545453,-0.09587200744588163,132,0.44696969696969696,-5.287878787878788,-0.015345093012279269
EXH_05,exhaustion,QUIET,13367,0.4955487394329319,0.4692900426423281,0.011141443512211491,13367,0.5010847609785292,2.7339717214034565,0.027238367547782274,13367,0.5055734270965812,2.8188823221366053,0.020514927220120754,13367,0.5065459714221591,4.243884192414154,0.024695102341798458,13367,0.5065459714221591,4.057679359616968,0.015734626958557783
EXH_05,exhaustion,TYPE_A,523,0.4933078393881453,11.227533460803059,0.044843444069870494,523,0.4780114722753346,-5.919694072657744,-0.019422568613287682,523,0.4780114722753346,-6.850860420650096,-0.01677477994954195,523,0.4875717017208413,-9.45889101338432,-0.020619877357697783,523,0.5162523900573613,-12.623326959847036,-0.021779219898111404
EXH_05,exhaustion,TYPE_B,1345,0.4929368029739777,-3.5486988847583643,-0.039707042094615994,1345,0.49814126394052044,1.212639405204461,0.005904378240026701,1345,0.5026022304832714,-0.7881040892193308,-0.0029052069913379085,1345,0.4795539033457249,-1.0802973977695167,-0.0034158038307968985,1345,0.5026022304832714,4.9182156133829,0.011919171258928166
