signal_id,category,n,win_rate,profit_factor,avg_pnl,net_pnl,sharpe,avg_strength
ABS_04,absorption,41,0.5365853658536586,3.937301285409774,998.2024390243903,40926.3,37.0365280418297,1.0
ABS_03,absorption,858,0.4592074592074592,0.8268096823752489,-57.44242424242425,-49285.600000000006,-4.11485218925671,0.04095151515151515
