label,cohort,n,wr_5b,avg_5b,median_5b,sharpe_5b,wr_10b,avg_10b,median_10b,sharpe_10b,wr_15b,avg_15b,median_15b,sharpe_15b,wr_30b,avg_30b,median_30b,sharpe_30b,category,signal_id,score_tier,combo_name,gap_bars,combo_type,n_signals,filter
category=absorption | score_tier=TYPE_B,raw_score_tier,45,0.5777777777777777,40.705555555555556,6.0,0.23930907285636788,0.5555555555555556,35.28888888888889,2.75,0.18985227960754802,0.5333333333333333,33.8,4.25,0.18469822673938355,0.5333333333333333,25.011111111111113,3.0,0.1224265950817119,absorption,,TYPE_B,,,,,
category=exhaustion | score_tier=TYPE_B,raw_score_tier,6234,0.5017645171639397,1.197345203721527,0.25,0.02233671112298888,0.5049727301892846,0.7990054539621431,0.5,0.011026364785416489,0.5038498556304138,1.8520211742059673,0.75,0.02273085617712027,0.507218479307026,2.7919473853063845,1.0,0.02617043063521742,exhaustion,,TYPE_B,,,,,
category=exhaustion | score_tier=QUIET,raw_score_tier,78199,0.5050192457704062,0.31834486374506066,0.25,0.013039374061126863,0.5006457883093134,0.13943272931878925,0.25,0.004131164530177101,0.49980178774664635,0.16794971802708475,0.0,0.0039296384523650795,0.5012789686396889,0.3012770501867294,0.25,0.0047282904949279315,exhaustion,,QUIET,,,,,
category=exhaustion | score_tier=TYPE_C,raw_score_tier,66026,0.49811435062476334,-0.020215827338129495,0.0,-0.0005352946149780421,0.49662986019599825,-0.2586071098589843,0.0,-0.004646269300935814,0.49914413390896006,-0.07264258123153829,0.0,-0.00104508148011984,0.5013864266557571,0.03520614573389699,0.25,0.0003536510320733078,exhaustion,,TYPE_C,,,,,
category=exhaustion | score_tier=TYPE_A,raw_score_tier,2031,0.4896551724137931,-0.827216748768473,0.0,-0.009347035600579291,0.5054187192118227,-1.391871921182266,0.75,-0.01202562275436826,0.49901477832512314,0.4807881773399015,0.0,0.0037947587456506355,0.5113300492610837,2.5311576354679803,1.75,0.016268809825587045,exhaustion,,TYPE_A,,,,,
category=absorption | score_tier=TYPE_C,raw_score_tier,478,0.47280334728033474,-2.9576359832635983,-1.0,-0.042551675566252625,0.49789915966386555,-1.5877100840336134,-0.125,-0.016517394084412343,0.4831932773109244,-7.112920168067227,-2.875,-0.06095780673919429,0.46218487394957986,-9.931722689075631,-4.25,-0.06590539489199919,absorption,,TYPE_C,,,,,
category=absorption | score_tier=QUIET,raw_score_tier,320,0.453125,-1.21171875,-2.125,-0.020174022839748423,0.446875,-1.83515625,-2.5,-0.027633576853625594,0.45,-0.840625,-2.625,-0.0112742262480612,0.46875,0.65625,-3.5,0.0067163228417428476,absorption,,QUIET,,,,,
category=absorption | score_tier=TYPE_A,raw_score_tier,58,0.3448275862068966,-13.107758620689655,-6.25,-0.166836269811069,0.3620689655172414,-20.849137931034484,-11.0,-0.1664778773648659,0.3275862068965517,-27.767241379310345,-16.5,-0.21076551327151644,0.27586206896551724,-31.094827586206897,-34.875,-0.19333025640116497,absorption,,TYPE_A,,,,,
score_tier=TYPE_B,exhaustion_type_ab,6234,0.5017645171639397,1.197345203721527,0.25,0.02233671112298888,0.5049727301892846,0.7990054539621431,0.5,0.011026364785416489,0.5038498556304138,1.8520211742059673,0.75,0.02273085617712027,0.507218479307026,2.7919473853063845,1.0,0.02617043063521742,,,TYPE_B,,,,,
score_tier=TYPE_A,exhaustion_type_ab,2031,0.4896551724137931,-0.827216748768473,0.0,-0.009347035600579291,0.5054187192118227,-1.391871921182266,0.75,-0.01202562275436826,0.49901477832512314,0.4807881773399015,0.0,0.0037947587456506355,0.5113300492610837,2.5311576354679803,1.75,0.016268809825587045,,,TYPE_A,,,,,
category=exhaustion,family_event_baseline,86054,0.5012318133221773,0.15274194672988425,0.25,0.004414607632619541,0.49917489831493317,0.012071470075537478,0.0,0.00024777180802991596,0.49973851499761757,0.12363010912640766,0.0,0.002065977499062862,0.5017784080342198,0.27813488004463455,0.25,0.0032529619734655937,exhaustion,,,,,,,
category=absorption,family_event_baseline,901,0.462819089900111,-0.8102108768035516,-1.5,-0.010691167280573947,0.4738598442714127,-1.0725806451612903,-1.25,-0.011161604654715456,0.4638487208008899,-4.164905450500556,-3.0,-0.03796285437374061,0.4560622914349277,-5.7791991101223585,-4.25,-0.04170393957155045,absorption,,,,,,,
exhaustion_then_absorption_5 gap=5,sequence_gap,51,0.47058823529411764,12.838235294117647,-0.5,0.11833162455044138,0.5294117647058824,7.75,4.0,0.05729281456234612,0.5294117647058824,4.426470588235294,2.25,0.03378376855616773,0.47058823529411764,-17.397058823529413,-1.0,-0.09262772433393164,,,,exhaustion_then_absorption_5,5.0,,,
exhaustion_then_absorption_5 gap=3,sequence_gap,142,0.5,11.595070422535212,0.125,0.12153637280336727,0.4859154929577465,7.357394366197183,-0.125,0.065900892067494,0.44366197183098594,1.278169014084507,-3.125,0.010353256346287622,0.44366197183098594,3.602112676056338,-5.25,0.023098647410940143,,,,exhaustion_then_absorption_5,3.0,,,
exhaustion_then_absorption_5 gap=1,sequence_gap,283,0.4840989399293286,0.450530035335689,-1.0,0.007112405798766987,0.45936395759717313,-1.392226148409894,-2.5,-0.01461725891874684,0.45936395759717313,-5.560070671378092,-2.75,-0.04829774563302271,0.48056537102473496,-4.565371024734982,-2.75,-0.03612804597959613,,,,exhaustion_then_absorption_5,1.0,,,
exhaustion_then_absorption_5 gap=2,sequence_gap,194,0.4639175257731959,-8.994845360824742,-1.375,-0.11146594091826183,0.49740932642487046,-5.034974093264249,-0.25,-0.053480375331172406,0.49740932642487046,-4.168393782383419,0.0,-0.037501423316905126,0.46113989637305697,-4.060880829015544,-2.25,-0.02788143710818657,,,,exhaustion_then_absorption_5,2.0,,,
