label,cohort,n,wr_5b,avg_5b,median_5b,sharpe_5b,wr_10b,avg_10b,median_10b,sharpe_10b,wr_15b,avg_15b,median_15b,sharpe_15b,wr_30b,avg_30b,median_30b,sharpe_30b,category,signal_id,score_tier,combo_name,gap_bars,combo_type,n_signals,filter
exhaustion_then_absorption_5 gap=4,sequence_gap,86,0.43023255813953487,-11.55232558139535,-2.125,-0.16861355900133645,0.49411764705882355,-11.123529411764705,-1.25,-0.14036182797671207,0.49411764705882355,-14.226470588235294,-1.75,-0.15849029838885736,0.4823529411764706,-6.9676470588235295,-1.75,-0.06454904508456927,,,,exhaustion_then_absorption_5,4.0,,,
exhaustion_then_absorption_10 gap=9,sequence_gap,10,0.6,30.6,12.375,0.37139322941630803,0.5,13.75,0.25,0.13545528929546885,0.4,13.075,-13.25,0.1413659178053069,0.5,18.575,-5.125,0.14389475911783603,,,,exhaustion_then_absorption_10,9.0,,,
exhaustion_then_absorption_10 gap=10,sequence_gap,14,0.42857142857142855,-1.4821428571428572,-2.125,-0.04683403064672829,0.5714285714285714,9.767857142857142,4.875,0.26057557176118257,0.5714285714285714,0.125,6.0,0.0021603819552601863,0.42857142857142855,8.964285714285714,-4.5,0.08624541019503713,,,,exhaustion_then_absorption_10,10.0,,,
exhaustion_then_absorption_10 gap=5,sequence_gap,51,0.47058823529411764,12.838235294117647,-0.5,0.11833162455044138,0.5294117647058824,7.75,4.0,0.05729281456234612,0.5294117647058824,4.426470588235294,2.25,0.03378376855616773,0.47058823529411764,-17.397058823529413,-1.0,-0.09262772433393164,,,,exhaustion_then_absorption_10,5.0,,,
exhaustion_then_absorption_10 gap=3,sequence_gap,142,0.5,11.595070422535212,0.125,0.12153637280336727,0.4859154929577465,7.357394366197183,-0.125,0.065900892067494,0.44366197183098594,1.278169014084507,-3.125,0.010353256346287622,0.44366197183098594,3.602112676056338,-5.25,0.023098647410940143,,,,exhaustion_then_absorption_10,3.0,,,
exhaustion_then_absorption_10 gap=1,sequence_gap,283,0.4840989399293286,0.450530035335689,-1.0,0.007112405798766987,0.45936395759717313,-1.392226148409894,-2.5,-0.01461725891874684,0.45936395759717313,-5.560070671378092,-2.75,-0.04829774563302271,0.48056537102473496,-4.565371024734982,-2.75,-0.03612804597959613,,,,exhaustion_then_absorption_10,1.0,,,
exhaustion_then_absorption_10 gap=2,sequence_gap,194,0.4639175257731959,-8.994845360824742,-1.375,-0.11146594091826183,0.49740932642487046,-5.034974093264249,-0.25,-0.053480375331172406,0.49740932642487046,-4.168393782383419,0.0,-0.037501423316905126,0.46113989637305697,-4.060880829015544,-2.25,-0.02788143710818657,,,,exhaustion_then_absorption_10,2.0,,,
exhaustion_then_absorption_10 gap=6,sequence_gap,49,0.3673469387755102,-6.030612244897959,-4.25,-0.13318399208889947,0.4897959183673469,-5.86734693877551,-0.5,-0.09710728020912283,0.40816326530612246,-7.448979591836735,-8.0,-0.10246200317010278,0.40816326530612246,-26.23469387755102,-13.25,-0.15729702983892702,,,,exhaustion_then_absorption_10,6.0,,,
exhaustion_then_absorption_10 gap=8,sequence_gap,21,0.42857142857142855,-21.75,-5.25,-0.23164824410196214,0.42857142857142855,-6.392857142857143,-0.5,-0.07078289845225438,0.42857142857142855,-4.892857142857143,-5.75,-0.04619974668363118,0.5238095238095238,-12.952380952380953,2.25,-0.09915138833637016,,,,exhaustion_then_absorption_10,8.0,,,
exhaustion_then_absorption_10 gap=4,sequence_gap,86,0.43023255813953487,-11.55232558139535,-2.125,-0.16861355900133645,0.49411764705882355,-11.123529411764705,-1.25,-0.14036182797671207,0.49411764705882355,-14.226470588235294,-1.75,-0.15849029838885736,0.4823529411764706,-6.9676470588235295,-1.75,-0.06454904508456927,,,,exhaustion_then_absorption_10,4.0,,,
exhaustion_then_absorption_10 gap=7,sequence_gap,25,0.24,-9.61,-9.5,-0.5094852379033081,0.24,-11.4,-9.5,-0.11334834912723124,0.16,-17.31,-15.75,-0.16134577961277563,0.12,-39.78,-24.75,-0.3338396717347522,,,,exhaustion_then_absorption_10,7.0,,,
exhaustion_then_absorption_30 gap=11,sequence_gap,7,0.5714285714285714,35.75,3.75,0.35866568972960217,0.5714285714285714,68.78571428571429,5.5,0.6802404002636123,0.5714285714285714,50.75,8.75,0.46137475779004816,0.7142857142857143,43.035714285714285,11.75,0.4390997339802073,,,,exhaustion_then_absorption_30,11.0,,,
exhaustion_then_absorption_30 gap=20,sequence_gap,1,0.0,-14.75,-14.75,0.0,1.0,19.5,19.5,0.0,1.0,31.25,31.25,0.0,1.0,26.5,26.5,0.0,,,,exhaustion_then_absorption_30,20.0,,,
exhaustion_then_absorption_30 gap=18,sequence_gap,1,1.0,1.25,1.25,0.0,1.0,17.5,17.5,0.0,1.0,48.5,48.5,0.0,1.0,6.5,6.5,0.0,,,,exhaustion_then_absorption_30,18.0,,,
exhaustion_then_absorption_30 gap=9,sequence_gap,10,0.6,30.6,12.375,0.37139322941630803,0.5,13.75,0.25,0.13545528929546885,0.4,13.075,-13.25,0.1413659178053069,0.5,18.575,-5.125,0.14389475911783603,,,,exhaustion_then_absorption_30,9.0,,,
exhaustion_then_absorption_30 gap=10,sequence_gap,14,0.42857142857142855,-1.4821428571428572,-2.125,-0.04683403064672829,0.5714285714285714,9.767857142857142,4.875,0.26057557176118257,0.5714285714285714,0.125,6.0,0.0021603819552601863,0.42857142857142855,8.964285714285714,-4.5,0.08624541019503713,,,,exhaustion_then_absorption_30,10.0,,,
exhaustion_then_absorption_30 gap=12,sequence_gap,4,0.5,13.8125,1.625,0.4815298621809163,0.5,8.875,0.25,0.4348170418451672,1.0,9.1875,10.5,1.7758597237165832,0.5,-1.1875,8.25,-0.023425961406178017,,,,exhaustion_then_absorption_30,12.0,,,
exhaustion_then_absorption_30 gap=5,sequence_gap,51,0.47058823529411764,12.838235294117647,-0.5,0.11833162455044138,0.5294117647058824,7.75,4.0,0.05729281456234612,0.5294117647058824,4.426470588235294,2.25,0.03378376855616773,0.47058823529411764,-17.397058823529413,-1.0,-0.09262772433393164,,,,exhaustion_then_absorption_30,5.0,,,
exhaustion_then_absorption_30 gap=3,sequence_gap,142,0.5,11.595070422535212,0.125,0.12153637280336727,0.4859154929577465,7.357394366197183,-0.125,0.065900892067494,0.44366197183098594,1.278169014084507,-3.125,0.010353256346287622,0.44366197183098594,3.602112676056338,-5.25,0.023098647410940143,,,,exhaustion_then_absorption_30,3.0,,,
exhaustion_then_absorption_30 gap=1,sequence_gap,283,0.4840989399293286,0.450530035335689,-1.0,0.007112405798766987,0.45936395759717313,-1.392226148409894,-2.5,-0.01461725891874684,0.45936395759717313,-5.560070671378092,-2.75,-0.04829774563302271,0.48056537102473496,-4.565371024734982,-2.75,-0.03612804597959613,,,,exhaustion_then_absorption_30,1.0,,,
exhaustion_then_absorption_30 gap=2,sequence_gap,194,0.4639175257731959,-8.994845360824742,-1.375,-0.11146594091826183,0.49740932642487046,-5.034974093264249,-0.25,-0.053480375331172406,0.49740932642487046,-4.168393782383419,0.0,-0.037501423316905126,0.46113989637305697,-4.060880829015544,-2.25,-0.02788143710818657,,,,exhaustion_then_absorption_30,2.0,,,
exhaustion_then_absorption_30 gap=6,sequence_gap,49,0.3673469387755102,-6.030612244897959,-4.25,-0.13318399208889947,0.4897959183673469,-5.86734693877551,-0.5,-0.09710728020912283,0.40816326530612246,-7.448979591836735,-8.0,-0.10246200317010278,0.40816326530612246,-26.23469387755102,-13.25,-0.15729702983892702,,,,exhaustion_then_absorption_30,6.0,,,
exhaustion_then_absorption_30 gap=8,sequence_gap,21,0.42857142857142855,-21.75,-5.25,-0.23164824410196214,0.42857142857142855,-6.392857142857143,-0.5,-0.07078289845225438,0.42857142857142855,-4.892857142857143,-5.75,-0.04619974668363118,0.5238095238095238,-12.952380952380953,2.25,-0.09915138833637016,,,,exhaustion_then_absorption_30,8.0,,,
exhaustion_then_absorption_30 gap=4,sequence_gap,86,0.43023255813953487,-11.55232558139535,-2.125,-0.16861355900133645,0.49411764705882355,-11.123529411764705,-1.25,-0.14036182797671207,0.49411764705882355,-14.226470588235294,-1.75,-0.15849029838885736,0.4823529411764706,-6.9676470588235295,-1.75,-0.06454904508456927,,,,exhaustion_then_absorption_30,4.0,,,
exhaustion_then_absorption_30 gap=7,sequence_gap,25,0.24,-9.61,-9.5,-0.5094852379033081,0.24,-11.4,-9.5,-0.11334834912723124,0.16,-17.31,-15.75,-0.16134577961277563,0.12,-39.78,-24.75,-0.3338396717347522,,,,exhaustion_then_absorption_30,7.0,,,
exhaustion_then_absorption_30 gap=23,sequence_gap,1,0.0,-10.25,-10.25,0.0,0.0,-11.5,-11.5,0.0,0.0,-17.0,-17.0,0.0,0.0,-6.0,-6.0,0.0,,,,exhaustion_then_absorption_30,23.0,,,
exhaustion_then_absorption_30 gap=19,sequence_gap,1,1.0,1.75,1.75,0.0,0.0,-13.75,-13.75,0.0,1.0,2.75,2.75,0.0,0.0,-33.25,-33.25,0.0,,,,exhaustion_then_absorption_30,19.0,,,
exhaustion_then_absorption_30 gap=13,sequence_gap,2,0.0,-19.0,-19.0,-3.5826743580118405,0.0,-14.0,-14.0,-0.8999540851465151,0.5,-16.5,-16.5,-0.5364258340035878,0.0,-40.125,-40.125,-1.0270646007279716,,,,exhaustion_then_absorption_30,13.0,,,
exhaustion_then_absorption_30 gap=14,sequence_gap,4,0.5,5.125,2.25,0.36143343948522005,0.5,-16.1875,-0.75,-0.41013130061421754,0.25,-29.875,-14.5,-0.5349858473181968,0.5,-10.6875,19.625,-0.13589524605586956,,,,exhaustion_then_absorption_30,14.0,,,
exhaustion_then_absorption_30 gap=15,sequence_gap,2,0.5,-7.125,-7.125,-0.6200782542712802,0.0,-18.25,-18.25,-1.0982722346088931,0.5,-0.125,-0.125,-0.020203050891044214,0.5,2.5,2.5,0.18130943107347372,,,,exhaustion_then_absorption_30,15.0,,,
exhaustion_then_absorption_30 gap=16,sequence_gap,3,0.6666666666666666,11.75,19.75,0.8349043779321752,0.0,-20.0,-21.25,-2.3007892341722034,0.0,-33.666666666666664,-40.5,-2.793257060147399,0.0,-27.75,-20.5,-1.1240830536560755,,,,exhaustion_then_absorption_30,16.0,,,
absorption_then_exhaustion_5 gap=5,sequence_gap,301,0.521594684385382,3.3380398671096345,1.0,0.06332310171533259,0.47840531561461797,2.138704318936877,-1.75,0.034140191542353475,0.49169435215946844,0.1511627906976744,-0.25,0.002010356583073936,0.49169435215946844,0.904485049833887,-0.5,0.009269234410144045,,,,absorption_then_exhaustion_5,5.0,,,
absorption_then_exhaustion_5 gap=2,sequence_gap,345,0.45217391304347826,-4.506521739130434,-2.25,-0.08481658180192088,0.5,-2.5050872093023258,0.0,-0.03743180231081905,0.48255813953488375,-10.451308139534884,-0.75,-0.11387754056704917,0.4622093023255814,-9.996366279069768,-3.875,-0.0735646959402511,,,,absorption_then_exhaustion_5,2.0,,,
absorption_then_exhaustion_5 gap=4,sequence_gap,309,0.4854368932038835,-2.205501618122977,-0.25,-0.03972394404530255,0.4919093851132686,-2.5331715210355985,-0.5,-0.037460587194003414,0.4919093851132686,-2.5258899676375406,-0.25,-0.031078965289342106,0.4886731391585761,-3.6189320388349513,-1.0,-0.030648051792406438,,,,absorption_then_exhaustion_5,4.0,,,
absorption_then_exhaustion_5 gap=3,sequence_gap,336,0.4732142857142857,-1.7552083333333333,-1.125,-0.03021120718836513,0.46726190476190477,-2.6108630952380953,-1.0,-0.034891872086416115,0.49702380952380953,-0.28943452380952384,0.0,-0.003507756320076474,0.47619047619047616,-7.277529761904762,-2.375,-0.05496942442235173,,,,absorption_then_exhaustion_5,3.0,,,
absorption_then_exhaustion_5 gap=1,sequence_gap,330,0.48484848484848486,-6.346969696969697,-0.375,-0.08502390994335192,0.49696969696969695,-5.202272727272727,0.0,-0.05794684119929534,0.4575757575757576,-6.653030303030303,-2.5,-0.06679515474533239,0.4818181818181818,-3.7075757575757575,-5.125,-0.026927551102685382,,,,absorption_then_exhaustion_5,1.0,,,
absorption_then_exhaustion_10 gap=5,sequence_gap,301,0.521594684385382,3.3380398671096345,1.0,0.06332310171533259,0.47840531561461797,2.138704318936877,-1.75,0.034140191542353475,0.49169435215946844,0.1511627906976744,-0.25,0.002010356583073936,0.49169435215946844,0.904485049833887,-0.5,0.009269234410144045,,,,absorption_then_exhaustion_10,5.0,,,
absorption_then_exhaustion_10 gap=8,sequence_gap,315,0.5111111111111111,-1.8984126984126983,1.0,-0.02573089350973474,0.5015873015873016,-0.6428571428571429,0.25,-0.00780967475359717,0.526984126984127,-1.0587301587301587,1.5,-0.011936875122428381,0.48253968253968255,-1.8746031746031746,-1.75,-0.016579711870782866,,,,absorption_then_exhaustion_10,8.0,,,
absorption_then_exhaustion_10 gap=10,sequence_gap,302,0.4735099337748344,-4.332781456953643,-1.125,-0.06862385278978474,0.4602649006622517,-1.9975165562913908,-1.25,-0.02622168514817839,0.49337748344370863,-0.35844370860927155,-1.25,-0.004532136922107751,0.49337748344370863,-1.0298013245033113,-2.375,-0.009602036731530605,,,,absorption_then_exhaustion_10,10.0,,,
