score_entry_threshold,min_tier,stop_loss_ticks,target_ticks,exit_on_opposing_score,max_bars_in_trade,total_trades,win_rate,profit_factor,max_drawdown_dollars,sharpe,avg_pnl_per_trade,net_pnl
50,0,20,24,0.7,30,209,0.9330143540669856,35.67650020044808,112.70382908725878,32.77500555204862,114.4415641902199,23918.28691575596
50,0,20,24,0.7,60,201,0.9651741293532339,44.92617004223406,112.70382908725878,41.034320055812074,123.09857520746054,24742.81361669957
50,0,20,32,0.3,15,234,0.8803418803418803,23.514653940818498,155.70837776962435,21.129802358693652,103.8736242302408,24306.428069876347
50,0,20,32,0.3,30,195,0.9384615384615385,47.17595505642665,112.70382908725878,33.55997732459127,140.32286417247386,27362.958513632402
50,0,20,32,0.3,60,187,0.9625668449197861,52.392236050064575,112.70382908725878,42.56300933482014,154.80381267089285,28948.312969456965
50,0,20,32,0.5,15,234,0.8803418803418803,23.514653940818498,155.70837776962435,21.129802358693652,103.8736242302408,24306.428069876347
50,0,20,32,0.5,30,195,0.9384615384615385,47.17595505642665,112.70382908725878,33.55997732459127,140.32286417247386,27362.958513632402
50,0,20,32,0.5,60,187,0.9625668449197861,52.392236050064575,112.70382908725878,42.56300933482014,154.80381267089285,28948.312969456965
50,0,20,32,0.7,15,234,0.8803418803418803,23.514653940818498,155.70837776962435,21.129802358693652,103.8736242302408,24306.428069876347
50,0,20,32,0.7,30,195,0.9384615384615385,47.17595505642665,112.70382908725878,33.55997732459127,140.32286417247386,27362.958513632402
50,0,20,32,0.7,60,187,0.9625668449197861,52.392236050064575,112.70382908725878,42.56300933482014,154.80381267089285,28948.312969456965
50,0,20,40,0.3,15,234,0.8803418803418803,26.242560141807566,155.70837776962435,20.100601424425996,116.45909431571089,27251.428069876347
50,0,20,40,0.3,30,191,0.93717277486911,53.6119993776345,112.70382908725878,31.650107445181,163.2294827221124,31176.831199923472
50,0,20,40,0.3,60,177,0.96045197740113,72.53169785139444,112.70382908725878,43.913750375304005,188.02756111198983,33280.8783168222
50,0,20,40,0.5,15,234,0.8803418803418803,26.242560141807566,155.70837776962435,20.100601424425996,116.45909431571089,27251.428069876347
50,0,20,40,0.5,30,191,0.93717277486911,53.6119993776345,112.70382908725878,31.650107445181,163.2294827221124,31176.831199923472
50,0,20,40,0.5,60,177,0.96045197740113,72.53169785139444,112.70382908725878,43.913750375304005,188.02756111198983,33280.8783168222
50,0,20,40,0.7,15,234,0.8803418803418803,26.242560141807566,155.70837776962435,20.100601424425996,116.45909431571089,27251.428069876347
50,0,20,40,0.7,30,191,0.93717277486911,53.6119993776345,112.70382908725878,31.650107445181,163.2294827221124,31176.831199923472
50,0,20,40,0.7,60,177,0.96045197740113,72.53169785139444,112.70382908725878,43.913750375304005,188.02756111198983,33280.8783168222
50,0,20,60,0.3,15,234,0.8803418803418803,32.045729020991445,155.70837776962435,18.113980796105228,143.23259858921514,33516.42806987635
50,0,20,60,0.3,30,189,0.9417989417989417,69.73225520057672,112.70382908725878,28.554785893319092,212.06832930064473,40080.91423782185
50,0,20,60,0.3,60,169,0.9585798816568047,78.59081772339735,112.70382908725878,38.99988092652089,257.98946450870807,43600.21950197166
50,0,20,60,0.5,15,234,0.8803418803418803,32.045729020991445,155.70837776962435,18.113980796105228,143.23259858921514,33516.42806987635
50,0,20,60,0.5,30,189,0.9417989417989417,69.73225520057672,112.70382908725878,28.554785893319092,212.06832930064473,40080.91423782185
50,0,20,60,0.5,60,169,0.9585798816568047,78.59081772339735,112.70382908725878,38.99988092652089,257.98946450870807,43600.21950197166
50,0,20,60,0.7,15,234,0.8803418803418803,32.045729020991445,155.70837776962435,18.113980796105228,143.23259858921514,33516.42806987635
50,0,20,60,0.7,30,189,0.9417989417989417,69.73225520057672,112.70382908725878,28.554785893319092,212.06832930064473,40080.91423782185
50,0,20,60,0.7,60,169,0.9585798816568047,78.59081772339735,112.70382908725878,38.99988092652089,257.98946450870807,43600.21950197166
50,0,30,16,0.3,15,234,0.8803418803418803,14.347863081749203,200.70837776962435,21.399059156729056,66.71550457212113,15611.428069876347
50,0,30,16,0.3,30,218,0.9357798165137615,23.579399844814596,157.70382908725878,30.35806721619084,79.37237675954631,17303.178133581096
50,0,30,16,0.3,60,211,0.9715639810426541,36.81033986897876,157.70382908725878,39.682497415580805,85.1460470285583,17965.815923025802
50,0,30,16,0.5,15,234,0.8803418803418803,14.347863081749203,200.70837776962435,21.399059156729056,66.71550457212113,15611.428069876347
50,0,30,16,0.5,30,218,0.9357798165137615,23.579399844814596,157.70382908725878,30.35806721619084,79.37237675954631,17303.178133581096
50,0,30,16,0.5,60,211,0.9715639810426541,36.81033986897876,157.70382908725878,39.682497415580805,85.1460470285583,17965.815923025802
50,0,30,16,0.7,15,234,0.8803418803418803,14.347863081749203,200.70837776962435,21.399059156729056,66.71550457212113,15611.428069876347
50,0,30,16,0.7,30,218,0.9357798165137615,23.579399844814596,157.70382908725878,30.35806721619084,79.37237675954631,17303.178133581096
50,0,30,16,0.7,60,211,0.9715639810426541,36.81033986897876,157.70382908725878,39.682497415580805,85.1460470285583,17965.815923025802
50,0,30,24,0.3,15,234,0.8803418803418803,18.866569254643437,200.70837776962435,21.328795886929615,89.30097465759123,20896.428069876347
50,0,30,24,0.3,30,208,0.9326923076923077,32.86185958841699,157.70382908725878,31.849543919774078,114.08306230320039,23729.276959065683
50,0,30,24,0.3,60,198,0.9696969696969697,50.04529954859607,157.70382908725878,42.61962632343167,124.27126061823814,24605.709602411152
50,0,30,24,0.5,15,234,0.8803418803418803,18.866569254643437,200.70837776962435,21.328795886929615,89.30097465759123,20896.428069876347
50,0,30,24,0.5,30,208,0.9326923076923077,32.86185958841699,157.70382908725878,31.849543919774078,114.08306230320039,23729.276959065683
50,0,30,24,0.5,60,198,0.9696969696969697,50.04529954859607,157.70382908725878,42.61962632343167,124.27126061823814,24605.709602411152
50,0,30,24,0.7,15,234,0.8803418803418803,18.866569254643437,200.70837776962435,21.328795886929615,89.30097465759123,20896.428069876347
50,0,30,24,0.7,30,208,0.9326923076923077,32.86185958841699,157.70382908725878,31.849543919774078,114.08306230320039,23729.276959065683
50,0,30,24,0.7,60,198,0.9696969696969697,50.04529954859607,157.70382908725878,42.61962632343167,124.27126061823814,24605.709602411152
50,0,30,32,0.3,15,234,0.8803418803418803,21.705188837237355,200.70837776962435,20.740438183129818,103.48900884562542,24216.428069876347
50,0,30,32,0.3,30,194,0.9381443298969072,42.915961752332386,157.70382908725878,32.7526534449194,139.91726060279444,27143.948556942123
50,0,30,32,0.3,60,184,0.967391304347826,58.2883784037223,157.70382908725878,44.32801510466608,156.20222258243777,28741.20895516855
50,0,30,32,0.5,15,234,0.8803418803418803,21.705188837237355,200.70837776962435,20.740438183129818,103.48900884562542,24216.428069876347
50,0,30,32,0.5,30,194,0.9381443298969072,42.915961752332386,157.70382908725878,32.7526534449194,139.91726060279444,27143.948556942123
50,0,30,32,0.5,60,184,0.967391304347826,58.2883784037223,157.70382908725878,44.32801510466608,156.20222258243777,28741.20895516855
50,0,30,32,0.7,15,234,0.8803418803418803,21.705188837237355,200.70837776962435,20.740438183129818,103.48900884562542,24216.428069876347
50,0,30,32,0.7,30,194,0.9381443298969072,42.915961752332386,157.70382908725878,32.7526534449194,139.91726060279444,27143.948556942123
50,0,30,32,0.7,60,184,0.967391304347826,58.2883784037223,157.70382908725878,44.32801510466608,156.20222258243777,28741.20895516855
50,0,30,40,0.3,15,234,0.8803418803418803,24.2231812079419,200.70837776962435,19.80858853729445,116.0744789310955,27161.428069876347
50,0,30,40,0.3,30,190,0.9368421052631579,48.7899406870788,157.70382908725878,31.06553839625153,162.88326970122733,30947.821243233193
50,0,30,40,0.3,60,176,0.9659090909090909,95.56747676190757,157.70382908725878,47.224408993663914,190.0334876072049,33445.89381886806
50,0,30,40,0.5,15,234,0.8803418803418803,24.2231812079419,200.70837776962435,19.80858853729445,116.0744789310955,27161.428069876347
50,0,30,40,0.5,30,190,0.9368421052631579,48.7899406870788,157.70382908725878,31.06553839625153,162.88326970122733,30947.821243233193
50,0,30,40,0.5,60,176,0.9659090909090909,95.56747676190757,157.70382908725878,47.224408993663914,190.0334876072049,33445.89381886806
50,0,30,40,0.7,15,234,0.8803418803418803,24.2231812079419,200.70837776962435,19.80858853729445,116.0744789310955,27161.428069876347
50,0,30,40,0.7,30,190,0.9368421052631579,48.7899406870788,157.70382908725878,31.06553839625153,162.88326970122733,30947.821243233193
50,0,30,40,0.7,60,176,0.9659090909090909,95.56747676190757,157.70382908725878,47.224408993663914,190.0334876072049,33445.89381886806
50,0,30,60,0.3,15,234,0.8803418803418803,29.57979316124036,200.70837776962435,17.94362108707011,142.84798320459979,33426.42806987635
50,0,30,60,0.3,30,188,0.9414893617021277,63.449545100731434,157.70382908725878,28.251706368455764,211.97821426133817,39851.904281131574
50,0,30,60,0.3,60,167,0.9640718562874252,85.19696376562428,170.5621790510486,40.20128623810982,259.8190692406633,43389.78456319077
50,0,30,60,0.5,15,234,0.8803418803418803,29.57979316124036,200.70837776962435,17.94362108707011,142.84798320459979,33426.42806987635
50,0,30,60,0.5,30,188,0.9414893617021277,63.449545100731434,157.70382908725878,28.251706368455764,211.97821426133817,39851.904281131574
50,0,30,60,0.5,60,167,0.9640718562874252,85.19696376562428,170.5621790510486,40.20128623810982,259.8190692406633,43389.78456319077
50,0,30,60,0.7,15,234,0.8803418803418803,29.57979316124036,200.70837776962435,17.94362108707011,142.84798320459979,33426.42806987635
50,0,30,60,0.7,30,188,0.9414893617021277,63.449545100731434,157.70382908725878,28.251706368455764,211.97821426133817,39851.904281131574
50,0,30,60,0.7,60,167,0.9640718562874252,85.19696376562428,170.5621790510486,40.20128623810982,259.8190692406633,43389.78456319077
50,1,8,16,0.3,15,18,0.8333333333333334,10.941733766294563,54.09814732156519,19.44785216714844,59.85095324219502,1077.3171583595104
50,1,8,16,0.3,30,18,0.8888888888888888,13.6162858789089,54.09814732156519,25.176022673773822,69.85095324219502,1257.3171583595104
50,1,8,16,0.3,60,18,0.8888888888888888,13.6162858789089,54.09814732156519,25.176022673773822,69.85095324219502,1257.3171583595104
50,1,8,16,0.5,15,18,0.8333333333333334,10.941733766294563,54.09814732156519,19.44785216714844,59.85095324219502,1077.3171583595104
50,1,8,16,0.5,30,18,0.8888888888888888,13.6162858789089,54.09814732156519,25.176022673773822,69.85095324219502,1257.3171583595104
50,1,8,16,0.5,60,18,0.8888888888888888,13.6162858789089,54.09814732156519,25.176022673773822,69.85095324219502,1257.3171583595104
50,1,8,16,0.7,15,18,0.8333333333333334,10.941733766294563,54.09814732156519,19.44785216714844,59.85095324219502,1077.3171583595104
50,1,8,16,0.7,30,18,0.8888888888888888,13.6162858789089,54.09814732156519,25.176022673773822,69.85095324219502,1257.3171583595104
50,1,8,16,0.7,60,18,0.8888888888888888,13.6162858789089,54.09814732156519,25.176022673773822,69.85095324219502,1257.3171583595104
50,1,8,24,0.3,15,18,0.8333333333333334,13.110368524360464,54.09814732156519,18.707018853812396,72.90650879775058,1312.3171583595104
50,1,8,24,0.3,30,17,0.8823529411764706,16.65848052608984,54.09814732156519,24.8865345320979,91.79394105576434,1560.4969979479938
50,1,8,24,0.3,60,17,0.8235294117647058,11.18501979238682,54.09814732156519,20.61240913178465,87.67629399694081,1490.4969979479938
50,1,8,24,0.5,15,18,0.8333333333333334,13.110368524360464,54.09814732156519,18.707018853812396,72.90650879775058,1312.3171583595104
50,1,8,24,0.5,30,17,0.8823529411764706,16.65848052608984,54.09814732156519,24.8865345320979,91.79394105576434,1560.4969979479938
50,1,8,24,0.5,60,17,0.8235294117647058,11.18501979238682,54.09814732156519,20.61240913178465,87.67629399694081,1490.4969979479938
50,1,8,24,0.7,15,18,0.8333333333333334,13.110368524360464,54.09814732156519,18.707018853812396,72.90650879775058,1312.3171583595104
50,1,8,24,0.7,30,17,0.8823529411764706,16.65848052608984,54.09814732156519,24.8865345320979,91.79394105576434,1560.4969979479938
50,1,8,24,0.7,60,17,0.8235294117647058,11.18501979238682,54.09814732156519,20.61240913178465,87.67629399694081,1490.4969979479938
50,1,8,32,0.3,15,18,0.8333333333333334,14.125474155795567,54.09814732156519,18.17070392925145,79.01761990886169,1422.3171583595104
50,1,8,32,0.3,30,17,0.8823529411764706,19.919625006131188,54.09814732156519,23.32659814792673,110.91158811458787,1885.4969979479938
50,1,8,32,0.3,60,17,0.8235294117647058,14.2600068020111,54.09814732156519,21.074889816629845,114.14688223223493,1940.4969979479938
50,1,8,32,0.5,15,18,0.8333333333333334,14.125474155795567,54.09814732156519,18.17070392925145,79.01761990886169,1422.3171583595104
50,1,8,32,0.5,30,17,0.8823529411764706,19.919625006131188,54.09814732156519,23.32659814792673,110.91158811458787,1885.4969979479938
50,1,8,32,0.5,60,17,0.8235294117647058,14.2600068020111,54.09814732156519,21.074889816629845,114.14688223223493,1940.4969979479938
50,1,8,32,0.7,15,18,0.8333333333333334,14.125474155795567,54.09814732156519,18.17070392925145,79.01761990886169,1422.3171583595104
50,1,8,32,0.7,30,17,0.8823529411764706,19.919625006131188,54.09814732156519,23.32659814792673,110.91158811458787,1885.4969979479938
50,1,8,32,0.7,60,17,0.8235294117647058,14.2600068020111,54.09814732156519,21.074889816629845,114.14688223223493,1940.4969979479938
50,1,8,40,0.3,15,18,0.8333333333333334,14.263897650991264,54.09814732156519,17.792204034903182,79.85095324219502,1437.3171583595104
50,1,8,40,0.3,30,17,0.8823529411764706,22.27768332246878,54.09814732156519,22.054923836040235,124.73511752635258,2120.496997947994
50,1,8,40,0.3,60,17,0.8235294117647058,16.959162066014635,54.09814732156519,21.215841925928775,137.382176349882,2335.496997947994
50,1,8,40,0.5,15,18,0.8333333333333334,14.263897650991264,54.09814732156519,17.792204034903182,79.85095324219502,1437.3171583595104
50,1,8,40,0.5,30,17,0.8823529411764706,22.27768332246878,54.09814732156519,22.054923836040235,124.73511752635258,2120.496997947994
50,1,8,40,0.5,60,17,0.8235294117647058,16.959162066014635,54.09814732156519,21.215841925928775,137.382176349882,2335.496997947994
50,1,8,40,0.7,15,18,0.8333333333333334,14.263897650991264,54.09814732156519,17.792204034903182,79.85095324219502,1437.3171583595104
50,1,8,40,0.7,30,17,0.8823529411764706,22.27768332246878,54.09814732156519,22.054923836040235,124.73511752635258,2120.496997947994
50,1,8,40,0.7,60,17,0.8235294117647058,16.959162066014635,54.09814732156519,21.215841925928775,137.382176349882,2335.496997947994
50,1,8,60,0.3,15,18,0.8333333333333334,14.263897650991264,54.09814732156519,17.792204034903182,79.85095324219502,1437.3171583595104
50,1,8,60,0.3,30,17,0.8823529411764706,24.18419855695449,54.09814732156519,20.976423814740155,135.91158811458786,2310.496997947994
50,1,8,60,0.3,60,17,0.8235294117647058,22.835803906629927,54.09814732156519,21.076422417923062,187.97041164399963,3195.496997947994
50,1,8,60,0.5,15,18,0.8333333333333334,14.263897650991264,54.09814732156519,17.792204034903182,79.85095324219502,1437.3171583595104
50,1,8,60,0.5,30,17,0.8823529411764706,24.18419855695449,54.09814732156519,20.976423814740155,135.91158811458786,2310.496997947994
50,1,8,60,0.5,60,17,0.8235294117647058,22.835803906629927,54.09814732156519,21.076422417923062,187.97041164399963,3195.496997947994
50,1,8,60,0.7,15,18,0.8333333333333334,14.263897650991264,54.09814732156519,17.792204034903182,79.85095324219502,1437.3171583595104
50,1,8,60,0.7,30,17,0.8823529411764706,24.18419855695449,54.09814732156519,20.976423814740155,135.91158811458786,2310.496997947994
50,1,8,60,0.7,60,17,0.8235294117647058,22.835803906629927,54.09814732156519,21.076422417923062,187.97041164399963,3195.496997947994
50,1,12,16,0.3,15,18,0.8333333333333334,7.731196176083381,74.0981473215652,16.57077943030907,57.35095324219502,1032.3171583595104
50,1,12,16,0.3,30,18,0.8888888888888888,9.380559247016794,74.0981473215652,20.86940701828858,67.35095324219502,1212.3171583595104
50,1,12,16,0.3,60,18,0.8888888888888888,9.380559247016794,74.0981473215652,20.86940701828858,67.35095324219502,1212.3171583595104
50,1,12,16,0.5,15,18,0.8333333333333334,7.731196176083381,74.0981473215652,16.57077943030907,57.35095324219502,1032.3171583595104
50,1,12,16,0.5,30,18,0.8888888888888888,9.380559247016794,74.0981473215652,20.86940701828858,67.35095324219502,1212.3171583595104
50,1,12,16,0.5,60,18,0.8888888888888888,9.380559247016794,74.0981473215652,20.86940701828858,67.35095324219502,1212.3171583595104
50,1,12,16,0.7,15,18,0.8333333333333334,7.731196176083381,74.0981473215652,16.57077943030907,57.35095324219502,1032.3171583595104
50,1,12,16,0.7,30,18,0.8888888888888888,9.380559247016794,74.0981473215652,20.86940701828858,67.35095324219502,1212.3171583595104
50,1,12,16,0.7,60,18,0.8888888888888888,9.380559247016794,74.0981473215652,20.86940701828858,67.35095324219502,1212.3171583595104
50,1,12,24,0.3,15,18,0.8333333333333334,9.263507335081586,74.0981473215652,16.608673810040216,70.40650879775058,1267.3171583595104
50,1,12,24,0.3,30,17,0.8823529411764706,11.476394145213343,74.0981473215652,21.633811282987857,89.14688223223493,1515.4969979479938
50,1,12,24,0.3,60,17,0.8823529411764706,11.718343680962308,74.0981473215652,22.06248887153991,91.2057057616467,1550.4969979479938
50,1,12,24,0.5,15,18,0.8333333333333334,9.263507335081586,74.0981473215652,16.608673810040216,70.40650879775058,1267.3171583595104
50,1,12,24,0.5,30,17,0.8823529411764706,11.476394145213343,74.0981473215652,21.633811282987857,89.14688223223493,1515.4969979479938
50,1,12,24,0.5,60,17,0.8823529411764706,11.718343680962308,74.0981473215652,22.06248887153991,91.2057057616467,1550.4969979479938
50,1,12,24,0.7,15,18,0.8333333333333334,9.263507335081586,74.0981473215652,16.608673810040216,70.40650879775058,1267.3171583595104
50,1,12,24,0.7,30,17,0.8823529411764706,11.476394145213343,74.0981473215652,21.633811282987857,89.14688223223493,1515.4969979479938
50,1,12,24,0.7,60,17,0.8823529411764706,11.718343680962308,74.0981473215652,22.06248887153991,91.2057057616467,1550.4969979479938
50,1,12,32,0.3,15,18,0.8333333333333334,9.980759366953086,74.0981473215652,16.380588126196656,76.51761990886169,1377.3171583595104
50,1,12,32,0.3,30,17,0.8823529411764706,13.723068405739445,74.0981473215652,21.06717748037244,108.26452929105847,1840.4969979479938
50,1,12,32,0.3,60,17,0.8823529411764706,14.829123426306142,74.0981473215652,22.421719782872206,117.67629399694081,2000.4969979479938
50,1,12,32,0.5,15,18,0.8333333333333334,9.980759366953086,74.0981473215652,16.380588126196656,76.51761990886169,1377.3171583595104
50,1,12,32,0.5,30,17,0.8823529411764706,13.723068405739445,74.0981473215652,21.06717748037244,108.26452929105847,1840.4969979479938
50,1,12,32,0.5,60,17,0.8823529411764706,14.829123426306142,74.0981473215652,22.421719782872206,117.67629399694081,2000.4969979479938
50,1,12,32,0.7,15,18,0.8333333333333334,9.980759366953086,74.0981473215652,16.380588126196656,76.51761990886169,1377.3171583595104
50,1,12,32,0.7,30,17,0.8823529411764706,13.723068405739445,74.0981473215652,21.06717748037244,108.26452929105847,1840.4969979479938
50,1,12,32,0.7,60,17,0.8823529411764706,14.829123426306142,74.0981473215652,22.421719782872206,117.67629399694081,2000.4969979479938
50,1,12,40,0.3,15,18,0.8333333333333334,10.07856646220829,74.0981473215652,16.10453772726565,77.35095324219502,1392.3171583595104
50,1,12,40,0.3,30,17,0.8823529411764706,15.34758671719678,74.0981473215652,20.320628712200133,122.08805870282316,2075.496997947994
50,1,12,40,0.3,60,17,0.8823529411764706,17.559696758330173,74.0981473215652,22.435130302737726,140.91158811458786,2395.496997947994
50,1,12,40,0.5,15,18,0.8333333333333334,10.07856646220829,74.0981473215652,16.10453772726565,77.35095324219502,1392.3171583595104
50,1,12,40,0.5,30,17,0.8823529411764706,15.34758671719678,74.0981473215652,20.320628712200133,122.08805870282316,2075.496997947994
50,1,12,40,0.5,60,17,0.8823529411764706,17.559696758330173,74.0981473215652,22.435130302737726,140.91158811458786,2395.496997947994
50,1,12,40,0.7,15,18,0.8333333333333334,10.07856646220829,74.0981473215652,16.10453772726565,77.35095324219502,1392.3171583595104
50,1,12,40,0.7,30,17,0.8823529411764706,15.34758671719678,74.0981473215652,20.320628712200133,122.08805870282316,2075.496997947994
50,1,12,40,0.7,60,17,0.8823529411764706,17.559696758330173,74.0981473215652,22.435130302737726,140.91158811458786,2395.496997947994
50,1,12,60,0.3,15,18,0.8333333333333334,10.07856646220829,74.0981473215652,16.10453772726565,77.35095324219502,1392.3171583595104
50,1,12,60,0.3,30,17,0.8823529411764706,16.66102705411973,74.0981473215652,19.576394204994504,133.26452929105847,2265.496997947994
50,1,12,60,0.3,60,17,0.8823529411764706,23.504742493876165,74.0981473215652,22.03158748774453,191.4998234087055,3255.496997947994
50,1,12,60,0.5,15,18,0.8333333333333334,10.07856646220829,74.0981473215652,16.10453772726565,77.35095324219502,1392.3171583595104
50,1,12,60,0.5,30,17,0.8823529411764706,16.66102705411973,74.0981473215652,19.576394204994504,133.26452929105847,2265.496997947994
50,1,12,60,0.5,60,17,0.8823529411764706,23.504742493876165,74.0981473215652,22.03158748774453,191.4998234087055,3255.496997947994
50,1,12,60,0.7,15,18,0.8333333333333334,10.07856646220829,74.0981473215652,16.10453772726565,77.35095324219502,1392.3171583595104
50,1,12,60,0.7,30,17,0.8823529411764706,16.66102705411973,74.0981473215652,19.576394204994504,133.26452929105847,2265.496997947994
50,1,12,60,0.7,60,17,0.8823529411764706,23.504742493876165,74.0981473215652,22.03158748774453,191.4998234087055,3255.496997947994
50,1,16,16,0.3,15,18,0.8333333333333334,22.21910108438921,39.09814732156519,23.62267429356414,62.906508797750575,1132.3171583595104
50,1,16,16,0.3,30,18,0.9444444444444444,55.081017503050546,0.0,44.27440739720109,76.79539768663946,1382.3171583595104
50,1,16,16,0.3,60,18,1.0,inf,0.0,175.73298501552654,85.1287310199728,1532.3171583595104
50,1,16,16,0.5,15,18,0.8333333333333334,22.21910108438921,39.09814732156519,23.62267429356414,62.906508797750575,1132.3171583595104
50,1,16,16,0.5,30,18,0.9444444444444444,55.081017503050546,0.0,44.27440739720109,76.79539768663946,1382.3171583595104
50,1,16,16,0.5,60,18,1.0,inf,0.0,175.73298501552654,85.1287310199728,1532.3171583595104
50,1,16,16,0.7,15,18,0.8333333333333334,22.21910108438921,39.09814732156519,23.62267429356414,62.906508797750575,1132.3171583595104
50,1,16,16,0.7,30,18,0.9444444444444444,55.081017503050546,0.0,44.27440739720109,76.79539768663946,1382.3171583595104
50,1,16,16,0.7,60,18,1.0,inf,0.0,175.73298501552654,85.1287310199728,1532.3171583595104
50,1,16,24,0.3,15,18,0.8333333333333334,26.622892652871524,39.09814732156519,21.50776162130621,75.96206435330613,1367.3171583595104
50,1,16,24,0.3,30,17,0.9411764705882353,66.94245907758427,0.0,36.823599612820615,99.14688223223493,1685.4969979479938
50,1,16,24,0.3,60,17,1.0,inf,0.0,78.84428102854253,113.8527645851761,1935.4969979479938
50,1,16,24,0.5,15,18,0.8333333333333334,26.622892652871524,39.09814732156519,21.50776162130621,75.96206435330613,1367.3171583595104
50,1,16,24,0.5,30,17,0.9411764705882353,66.94245907758427,0.0,36.823599612820615,99.14688223223493,1685.4969979479938
50,1,16,24,0.5,60,17,1.0,inf,0.0,78.84428102854253,113.8527645851761,1935.4969979479938
50,1,16,24,0.7,15,18,0.8333333333333334,26.622892652871524,39.09814732156519,21.50776162130621,75.96206435330613,1367.3171583595104
50,1,16,24,0.7,30,17,0.9411764705882353,66.94245907758427,0.0,36.823599612820615,99.14688223223493,1685.4969979479938
50,1,16,24,0.7,60,17,1.0,inf,0.0,78.84428102854253,113.8527645851761,1935.4969979479938
50,1,16,32,0.3,15,18,0.8333333333333334,28.68424189769303,39.09814732156519,20.493479798145177,82.07317546441725,1477.3171583595104
50,1,16,32,0.3,30,17,0.9411764705882353,79.65758062707764,0.0,30.46831546070068,118.26452929105847,2010.4969979479938
50,1,16,32,0.3,60,17,1.0,inf,0.0,51.13243798956252,141.79394105576435,2410.496997947994
50,1,16,32,0.5,15,18,0.8333333333333334,28.68424189769303,39.09814732156519,20.493479798145177,82.07317546441725,1477.3171583595104
50,1,16,32,0.5,30,17,0.9411764705882353,79.65758062707764,0.0,30.46831546070068,118.26452929105847,2010.4969979479938
50,1,16,32,0.5,60,17,1.0,inf,0.0,51.13243798956252,141.79394105576435,2410.496997947994
50,1,16,32,0.7,15,18,0.8333333333333334,28.68424189769303,39.09814732156519,20.493479798145177,82.07317546441725,1477.3171583595104
50,1,16,32,0.7,30,17,0.9411764705882353,79.65758062707764,0.0,30.46831546070068,118.26452929105847,2010.4969979479938
50,1,16,32,0.7,60,17,1.0,inf,0.0,51.13243798956252,141.79394105576435,2410.496997947994
50,1,16,40,0.3,15,18,0.8333333333333334,28.96533497653233,39.09814732156519,19.962279067036306,82.90650879775058,1492.3171583595104
50,1,16,40,0.3,30,17,0.9411764705882353,88.85159159363437,0.0,27.196564437245254,132.08805870282316,2245.496997947994
50,1,16,40,0.3,60,17,1.0,inf,0.0,43.02311604746305,167.08805870282316,2840.496997947994
50,1,16,40,0.5,15,18,0.8333333333333334,28.96533497653233,39.09814732156519,19.962279067036306,82.90650879775058,1492.3171583595104
50,1,16,40,0.5,30,17,0.9411764705882353,88.85159159363437,0.0,27.196564437245254,132.08805870282316,2245.496997947994
50,1,16,40,0.5,60,17,1.0,inf,0.0,43.02311604746305,167.08805870282316,2840.496997947994
50,1,16,40,0.7,15,18,0.8333333333333334,28.96533497653233,39.09814732156519,19.962279067036306,82.90650879775058,1492.3171583595104
50,1,16,40,0.7,30,17,0.9411764705882353,88.85159159363437,0.0,27.196564437245254,132.08805870282316,2245.496997947994
50,1,16,40,0.7,60,17,1.0,inf,0.0,43.02311604746305,167.08805870282316,2840.496997947994
50,1,16,60,0.3,15,18,0.8333333333333334,28.96533497653233,39.09814732156519,19.962279067036306,82.90650879775058,1492.3171583595104
50,1,16,60,0.3,30,17,0.9411764705882353,96.28504726872279,0.0,24.98093327432812,143.26452929105847,2435.496997947994
50,1,16,60,0.3,60,17,1.0,inf,0.0,34.73780110693723,219.44099987929374,3730.496997947994
50,1,16,60,0.5,15,18,0.8333333333333334,28.96533497653233,39.09814732156519,19.962279067036306,82.90650879775058,1492.3171583595104
50,1,16,60,0.5,30,17,0.9411764705882353,96.28504726872279,0.0,24.98093327432812,143.26452929105847,2435.496997947994
50,1,16,60,0.5,60,17,1.0,inf,0.0,34.73780110693723,219.44099987929374,3730.496997947994
50,1,16,60,0.7,15,18,0.8333333333333334,28.96533497653233,39.09814732156519,19.962279067036306,82.90650879775058,1492.3171583595104
50,1,16,60,0.7,30,17,0.9411764705882353,96.28504726872279,0.0,24.98093327432812,143.26452929105847,2435.496997947994
50,1,16,60,0.7,60,17,1.0,inf,0.0,34.73780110693723,219.44099987929374,3730.496997947994
50,1,20,16,0.3,15,18,0.8333333333333334,22.21910108438921,39.09814732156519,23.62267429356414,62.906508797750575,1132.3171583595104
50,1,20,16,0.3,30,18,0.9444444444444444,55.081017503050546,0.0,44.27440739720109,76.79539768663946,1382.3171583595104
50,1,20,16,0.3,60,18,1.0,inf,0.0,175.73298501552654,85.1287310199728,1532.3171583595104
50,1,20,16,0.5,15,18,0.8333333333333334,22.21910108438921,39.09814732156519,23.62267429356414,62.906508797750575,1132.3171583595104
50,1,20,16,0.5,30,18,0.9444444444444444,55.081017503050546,0.0,44.27440739720109,76.79539768663946,1382.3171583595104
50,1,20,16,0.5,60,18,1.0,inf,0.0,175.73298501552654,85.1287310199728,1532.3171583595104
50,1,20,16,0.7,15,18,0.8333333333333334,22.21910108438921,39.09814732156519,23.62267429356414,62.906508797750575,1132.3171583595104
50,1,20,16,0.7,30,18,0.9444444444444444,55.081017503050546,0.0,44.27440739720109,76.79539768663946,1382.3171583595104
