trade_count,win_rate,profit_factor,expectancy_ticks,median_ticks,net_ticks,sharpe,max_consecutive_losses,sl_ticks,tp_ticks,r_multiple,ratio_choice
478.0,0.48535564853556484,0.9352682301821625,-2.430962343096234,-35.5,-1162.0,-0.03304680809949726,7.0,75.0,75.0,1.0,1.0
478.0,0.3682008368200837,0.8600199401794616,-4.405857740585774,-50.0,-2106.0,-0.07365750636641517,11.0,50.0,75.0,1.5,1.5
478.0,0.12133891213389121,0.2761904761904762,-3.1799163179916317,-5.0,-1520.0,-0.6485730941223091,35.0,5.0,10.0,2.0,2.0
478.0,0.1192468619246862,0.40617577197149646,-2.6150627615062763,-5.0,-1250.0,-0.4030387310548083,35.0,5.0,15.0,3.0,3.0
