trade_count,win_rate,profit_factor,expectancy_ticks,median_ticks,net_ticks,sharpe,max_consecutive_losses,n_bars
901,0.4839067702552719,0.8616662237576401,-11.55493895671476,-6.0,-10411.0,-0.048043100632203586,8,30
901,0.4894561598224195,0.8467987289567981,-10.059933407325195,-4.0,-9064.0,-0.048609130583808446,8,15
901,0.4794672586015538,0.8541289933694997,-2.685904550499445,-1.0,-2420.0,-0.049633346034115566,9,1
901,0.4728079911209767,0.8243638880017033,-7.324084350721421,-4.0,-6599.0,-0.05323652520095019,11,5
901,0.4816870144284129,0.8432909113229938,-8.500554938956714,-2.0,-7659.0,-0.053782263107510525,6,10
901,0.46503884572697,0.8102557745547705,-5.096559378468369,-3.0,-4592.0,-0.06607074042254993,10,2
901,0.47058823529411764,0.7741441147701337,-7.688124306326304,-3.0,-6927.0,-0.0745748309023379,7,3
