trade_count,win_rate,profit_factor,expectancy_ticks,median_ticks,net_ticks,sharpe,max_consecutive_losses,sl_ticks,tp_ticks,r_multiple
901,0.06659267480577137,1.3976218787158146,1.8557158712541622,-5.0,1672.0,0.07196234184288736,70,5,100,20.0
901,0.03773584905660377,1.324567474048443,1.5615982241953386,-5.0,1407.0,0.04514316646035616,85,5,200,40.0
901,0.04439511653718091,1.2912891986062718,1.3917869034406216,-5.0,1254.0,0.04605708832149229,82,5,150,30.0
901,0.07547169811320754,1.2244897959183674,1.0377358490566038,-5.0,935.0,0.049079883824869185,70,5,75,15.0
901,0.10210876803551609,1.1174289245982694,1.0543840177580466,-10.0,950.0,0.03204381572279865,37,10,100,10.0
901,0.06770255271920089,1.0264285714285715,0.24639289678135406,-10.0,222.0,0.006385556807281742,62,10,150,15.0
901,0.05660377358490566,1.0128235294117647,0.12097669256381798,-10.0,109.0,0.0028018833048951406,66,10,200,20.0
901,0.11764705882352941,1.0,0.0,-10.0,0.0,0.0,34,10,75,7.5
901,0.4972253052164262,0.987619600770336,-0.44950055493895674,-10.0,-405.0,-0.00613947874394045,9,75,75,1.0
901,0.5549389567147613,0.9870336794681611,-0.5238623751387348,75.0,-472.0,-0.0063128663506479225,5,100,75,0.75
901,0.4361820199778024,0.9784641619451014,-0.8690344062153164,-75.0,-783.0,-0.010515850538021418,9,75,100,1.3333333333333333
901,0.36736958934517205,0.9721385170182285,-1.2519422863485017,-75.0,-1128.0,-0.012908609599992104,12,75,150,2.0
901,0.1309655937846837,0.9708812260536398,-0.3795782463928968,-15.0,-342.0,-0.009977437192667644,32,15,100,6.666666666666667
901,0.16315205327413984,0.9687886825817861,-0.39178690344062156,-15.0,-353.0,-0.01180798588421338,25,15,75,5.0
901,0.49056603773584906,0.9623740745236072,-1.7203107658157604,-10.0,-1550.0,-0.018444153180672607,5,100,100,1.0
901,0.3362930077691454,0.9549147607194852,-2.130965593784684,-75.0,-1920.0,-0.02000913369799051,16,75,200,2.6666666666666665
901,0.08657047724750278,0.9477521263669502,-0.2386237513873474,-5.0,-215.0,-0.015420107831154101,70,5,50,10.0
901,0.4184239733629301,0.9330184445061873,-3.4783573806881245,-57.0,-3134.0,-0.03212760167964503,11,100,150,1.5
901,0.38623751387347394,0.9184918774751475,-4.477247502774695,-100.0,-4034.0,-0.0377880381805421,13,100,200,2.0
901,0.6337402885682575,0.9173534798534798,-2.804661487236404,50.0,-2527.0,-0.04021943596084568,5,100,50,0.5
901,0.15871254162042175,0.9156992084432718,-1.41842397336293,-20.0,-1278.0,-0.03288723617832591,25,20,100,5.0
901,0.0932297447280799,0.9128518971848225,-1.1853496115427302,-15.0,-1068.0,-0.02663801869333132,48,15,150,10.0
